country,width,state,region,index,text,href,url,visible,status,final_url
netherlands,768,default,main,25,quotation request,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,768,default,main,26,Request Documents,/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL
netherlands,768,default,main,27,View Document Hub,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,768,default,main,28,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,768,default,footer,29,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,768,default,footer,30,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,768,default,footer,31,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,768,default,footer,32,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
netherlands,768,default,footer,33,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,768,default,footer,34,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
netherlands,768,default,footer,35,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
netherlands,768,default,footer,36,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,768,default,footer,37,Privacy Policy,/privacy-policy/,http://127.0.0.1:3029/privacy-policy/,True,200,http://127.0.0.1:3029/privacy-policy
netherlands,768,default,footer,38,Dasar Privasi (BM),/ms/privacy-policy/,http://127.0.0.1:3029/ms/privacy-policy/,True,200,http://127.0.0.1:3029/ms/privacy-policy
netherlands,768,default,footer,39,Cookie Policy,/cookie-policy/,http://127.0.0.1:3029/cookie-policy/,True,200,http://127.0.0.1:3029/cookie-policy
netherlands,768,menu-open,header,0,TiO2 Malaysia home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,768,menu-open,header,1,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
netherlands,768,menu-open,header,2,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
netherlands,768,menu-open,header,3,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
netherlands,768,menu-open,header,4,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
netherlands,768,menu-open,header,5,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
netherlands,768,menu-open,header,6,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
netherlands,768,menu-open,header,7,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
netherlands,768,menu-open,header,8,RFQ,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,768,menu-open,header,9,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,768,menu-open,header,10,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,768,menu-open,header,11,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,768,menu-open,header,12,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
netherlands,768,menu-open,header,13,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,768,menu-open,header,14,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
netherlands,768,menu-open,header,15,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
netherlands,768,menu-open,header,16,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,768,menu-open,main,17,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,768,menu-open,main,18,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,768,menu-open,main,19,European Union,/markets/european-union/,http://127.0.0.1:3029/markets/european-union/,True,200,http://127.0.0.1:3029/markets/european-union/
netherlands,768,menu-open,main,20,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,768,menu-open,main,21,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,768,menu-open,main,22,Vereniging van Verf- en Drukinktfabrikanten (VVVF),https://www.vvvf.nl/brancheorganisatie,https://www.vvvf.nl/brancheorganisatie,True,,
netherlands,768,menu-open,main,23,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,768,menu-open,main,24,Product Hub,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,768,menu-open,main,25,quotation request,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,768,menu-open,main,26,Request Documents,/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL
netherlands,768,menu-open,main,27,View Document Hub,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,768,menu-open,main,28,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,768,menu-open,footer,29,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,768,menu-open,footer,30,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,768,menu-open,footer,31,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,768,menu-open,footer,32,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
netherlands,768,menu-open,footer,33,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,768,menu-open,footer,34,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
netherlands,768,menu-open,footer,35,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
netherlands,768,menu-open,footer,36,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,768,menu-open,footer,37,Privacy Policy,/privacy-policy/,http://127.0.0.1:3029/privacy-policy/,True,200,http://127.0.0.1:3029/privacy-policy
netherlands,768,menu-open,footer,38,Dasar Privasi (BM),/ms/privacy-policy/,http://127.0.0.1:3029/ms/privacy-policy/,True,200,http://127.0.0.1:3029/ms/privacy-policy
netherlands,768,menu-open,footer,39,Cookie Policy,/cookie-policy/,http://127.0.0.1:3029/cookie-policy/,True,200,http://127.0.0.1:3029/cookie-policy
netherlands,390,default,header,0,TiO2 Malaysia home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,default,header,1,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
netherlands,390,default,header,2,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
netherlands,390,default,header,3,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
netherlands,390,default,header,4,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
netherlands,390,default,header,5,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
netherlands,390,default,header,6,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
netherlands,390,default,header,7,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
netherlands,390,default,header,8,RFQ,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,390,default,header,9,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
netherlands,390,default,header,10,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
netherlands,390,default,header,11,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
netherlands,390,default,header,12,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
netherlands,390,default,header,13,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
netherlands,390,default,header,14,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
netherlands,390,default,header,15,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
netherlands,390,default,header,16,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,False,200,http://127.0.0.1:3029/request-a-quote
netherlands,390,default,main,17,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,default,main,18,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,390,default,main,19,European Union,/markets/european-union/,http://127.0.0.1:3029/markets/european-union/,True,200,http://127.0.0.1:3029/markets/european-union/
netherlands,390,default,main,20,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,390,default,main,21,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,default,main,22,Vereniging van Verf- en Drukinktfabrikanten (VVVF),https://www.vvvf.nl/brancheorganisatie,https://www.vvvf.nl/brancheorganisatie,True,,
netherlands,390,default,main,23,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,default,main,24,Product Hub,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,default,main,25,quotation request,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,390,default,main,26,Request Documents,/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL
netherlands,390,default,main,27,View Document Hub,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,390,default,main,28,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,390,default,footer,29,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,default,footer,30,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,390,default,footer,31,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,default,footer,32,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
netherlands,390,default,footer,33,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,390,default,footer,34,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
netherlands,390,default,footer,35,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
netherlands,390,default,footer,36,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,390,default,footer,37,Privacy Policy,/privacy-policy/,http://127.0.0.1:3029/privacy-policy/,True,200,http://127.0.0.1:3029/privacy-policy
netherlands,390,default,footer,38,Dasar Privasi (BM),/ms/privacy-policy/,http://127.0.0.1:3029/ms/privacy-policy/,True,200,http://127.0.0.1:3029/ms/privacy-policy
netherlands,390,default,footer,39,Cookie Policy,/cookie-policy/,http://127.0.0.1:3029/cookie-policy/,True,200,http://127.0.0.1:3029/cookie-policy
netherlands,390,menu-open,header,0,TiO2 Malaysia home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,menu-open,header,1,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
netherlands,390,menu-open,header,2,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
netherlands,390,menu-open,header,3,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
netherlands,390,menu-open,header,4,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
netherlands,390,menu-open,header,5,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
netherlands,390,menu-open,header,6,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
netherlands,390,menu-open,header,7,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
netherlands,390,menu-open,header,8,RFQ,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,390,menu-open,header,9,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,menu-open,header,10,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,390,menu-open,header,11,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,menu-open,header,12,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
netherlands,390,menu-open,header,13,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,390,menu-open,header,14,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
netherlands,390,menu-open,header,15,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
netherlands,390,menu-open,header,16,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,390,menu-open,main,17,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,menu-open,main,18,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,390,menu-open,main,19,European Union,/markets/european-union/,http://127.0.0.1:3029/markets/european-union/,True,200,http://127.0.0.1:3029/markets/european-union/
netherlands,390,menu-open,main,20,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,390,menu-open,main,21,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,menu-open,main,22,Vereniging van Verf- en Drukinktfabrikanten (VVVF),https://www.vvvf.nl/brancheorganisatie,https://www.vvvf.nl/brancheorganisatie,True,,
netherlands,390,menu-open,main,23,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,menu-open,main,24,Product Hub,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,menu-open,main,25,quotation request,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,390,menu-open,main,26,Request Documents,/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-NL&market_id=MARKET-EU-NL
netherlands,390,menu-open,main,27,View Document Hub,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,390,menu-open,main,28,Request a Quote,/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,http://127.0.0.1:3029/request-a-quote/?destination_country=Netherlands&source_page_id=MARKET-EU-NL,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Netherlands&source_page_id=MARKET-EU-NL
netherlands,390,menu-open,footer,29,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
netherlands,390,menu-open,footer,30,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
netherlands,390,menu-open,footer,31,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
netherlands,390,menu-open,footer,32,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
netherlands,390,menu-open,footer,33,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
netherlands,390,menu-open,footer,34,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
netherlands,390,menu-open,footer,35,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
netherlands,390,menu-open,footer,36,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
netherlands,390,menu-open,footer,37,Privacy Policy,/privacy-policy/,http://127.0.0.1:3029/privacy-policy/,True,200,http://127.0.0.1:3029/privacy-policy
netherlands,390,menu-open,footer,38,Dasar Privasi (BM),/ms/privacy-policy/,http://127.0.0.1:3029/ms/privacy-policy/,True,200,http://127.0.0.1:3029/ms/privacy-policy
netherlands,390,menu-open,footer,39,Cookie Policy,/cookie-policy/,http://127.0.0.1:3029/cookie-policy/,True,200,http://127.0.0.1:3029/cookie-policy
belgium,1440,default,header,0,TiO2 Malaysia home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
belgium,1440,default,header,1,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
belgium,1440,default,header,2,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
belgium,1440,default,header,3,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
belgium,1440,default,header,4,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
belgium,1440,default,header,5,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
belgium,1440,default,header,6,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
belgium,1440,default,header,7,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
belgium,1440,default,header,8,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
belgium,1440,default,header,9,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
belgium,1440,default,header,10,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
belgium,1440,default,header,11,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
belgium,1440,default,header,12,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
belgium,1440,default,header,13,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
belgium,1440,default,header,14,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
belgium,1440,default,header,15,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
belgium,1440,default,header,16,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,False,200,http://127.0.0.1:3029/request-a-quote
belgium,1440,default,main,17,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
belgium,1440,default,main,18,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
belgium,1440,default,main,19,European Union,/markets/european-union/,http://127.0.0.1:3029/markets/european-union/,True,200,http://127.0.0.1:3029/markets/european-union/
belgium,1440,default,main,20,Request a Quote,/request-a-quote/?destination_country=Belgium&source_page_id=MARKET-EU-BE,http://127.0.0.1:3029/request-a-quote/?destination_country=Belgium&source_page_id=MARKET-EU-BE,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Belgium&source_page_id=MARKET-EU-BE
belgium,1440,default,main,21,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
belgium,1440,default,main,22,Explore Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
belgium,1440,default,main,23,Product Hub,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
belgium,1440,default,main,24,quotation request,/request-a-quote/?destination_country=Belgium&source_page_id=MARKET-EU-BE,http://127.0.0.1:3029/request-a-quote/?destination_country=Belgium&source_page_id=MARKET-EU-BE,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Belgium&source_page_id=MARKET-EU-BE
belgium,1440,default,main,25,Request Documents,/request-documents/?source_page_id=MARKET-EU-BE&market_id=MARKET-EU-BE,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-BE&market_id=MARKET-EU-BE,True,200,http://127.0.0.1:3029/request-documents/?source_page_id=MARKET-EU-BE&market_id=MARKET-EU-BE
belgium,1440,default,main,26,View Document Hub,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
belgium,1440,default,main,27,European Union Procurement Overview,/markets/european-union/,http://127.0.0.1:3029/markets/european-union/,True,200,http://127.0.0.1:3029/markets/european-union/
belgium,1440,default,main,28,Request a Quote,/request-a-quote/?destination_country=Belgium&source_page_id=MARKET-EU-BE,http://127.0.0.1:3029/request-a-quote/?destination_country=Belgium&source_page_id=MARKET-EU-BE,True,200,http://127.0.0.1:3029/request-a-quote?destination_country=Belgium&source_page_id=MARKET-EU-BE
belgium,1440,default,footer,29,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
belgium,1440,default,footer,30,Markets,/markets/,http://127.0.0.1:3029/markets/,True,200,http://127.0.0.1:3029/markets/
belgium,1440,default,footer,31,Products,/products/,http://127.0.0.1:3029/products/,True,200,http://127.0.0.1:3029/products
belgium,1440,default,footer,32,Applications,/applications/,http://127.0.0.1:3029/applications/,True,404,http://127.0.0.1:3029/applications
belgium,1440,default,footer,33,Documents,/documents/,http://127.0.0.1:3029/documents/,True,200,http://127.0.0.1:3029/documents
belgium,1440,default,footer,34,Resources,/resources/,http://127.0.0.1:3029/resources/,True,200,http://127.0.0.1:3029/resources
belgium,1440,default,footer,35,About,/about/,http://127.0.0.1:3029/about/,True,200,http://127.0.0.1:3029/about
belgium,1440,default,footer,36,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
belgium,1440,default,footer,37,Privacy Policy,/privacy-policy/,http://127.0.0.1:3029/privacy-policy/,True,200,http://127.0.0.1:3029/privacy-policy
belgium,1440,default,footer,38,Dasar Privasi (BM),/ms/privacy-policy/,http://127.0.0.1:3029/ms/privacy-policy/,True,200,http://127.0.0.1:3029/ms/privacy-policy
belgium,1440,default,footer,39,Cookie Policy,/cookie-policy/,http://127.0.0.1:3029/cookie-policy/,True,200,http://127.0.0.1:3029/cookie-policy
belgium,768,default,header,0,TiO2 Malaysia home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
belgium,768,default,header,1,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
belgium,768,default,header,2,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
belgium,768,default,header,3,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
belgium,768,default,header,4,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
belgium,768,default,header,5,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
belgium,768,default,header,6,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
belgium,768,default,header,7,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
belgium,768,default,header,8,RFQ,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,True,200,http://127.0.0.1:3029/request-a-quote
belgium,768,default,header,9,Home,/,http://127.0.0.1:3029/,False,200,http://127.0.0.1:3029/
belgium,768,default,header,10,Markets,/markets/,http://127.0.0.1:3029/markets/,False,200,http://127.0.0.1:3029/markets/
belgium,768,default,header,11,Products,/products/,http://127.0.0.1:3029/products/,False,200,http://127.0.0.1:3029/products
belgium,768,default,header,12,Applications,/applications/,http://127.0.0.1:3029/applications/,False,404,http://127.0.0.1:3029/applications
belgium,768,default,header,13,Documents,/documents/,http://127.0.0.1:3029/documents/,False,200,http://127.0.0.1:3029/documents
belgium,768,default,header,14,Resources,/resources/,http://127.0.0.1:3029/resources/,False,200,http://127.0.0.1:3029/resources
belgium,768,default,header,15,About,/about/,http://127.0.0.1:3029/about/,False,200,http://127.0.0.1:3029/about
belgium,768,default,header,16,Request a Quote,/request-a-quote/,http://127.0.0.1:3029/request-a-quote/,False,200,http://127.0.0.1:3029/request-a-quote
belgium,768,default,main,17,Home,/,http://127.0.0.1:3029/,True,200,http://127.0.0.1:3029/
